ID respondenta,Pocit,X,Y,Městský obvod,Komentář,Věk,Bydliště,Bydliště MOb,Pohlaví
d5enm5k5s,"Místo, které doporučím návštěvníkům",18.344512,49.842483,Michálkovice, ,35-44,v Ostravě,Slezská Ostrava,muž
d5enm5k5s,"Místo, které by se mělo rozvíjet",18.297414,49.838335,Slezská Ostrava,"Městský bulvár Bohumínská",35-44,v Ostravě,Slezská Ostrava,muž
d5enm5k5s,"Místo, které by se mělo rozvíjet",18.296196,49.836086,Moravská Ostrava a Přívoz,"Nedostavěný dům - dokončit.",35-44,v Ostravě,Slezská Ostrava,muž
d5enm5k5s,"Místo, které by se mělo rozvíjet",18.278894,49.828008,Moravská Ostrava a Přívoz,"Ulice Vítkovická - pěší spojení ÚAN - DOV (vstup u Heligonky).",35-44,v Ostravě,Slezská Ostrava,muž
d5enm5k5s,"Místo, které by se mělo rozvíjet",18.279482,49.830685,Moravská Ostrava a Přívoz,"podchody po Frýdlandskými mosty",35-44,v Ostravě,Slezská Ostrava,muž
d5enm5k5s,"Místo, které by se mělo rozvíjet",18.283654,49.837793,Moravská Ostrava a Přívoz,"Volné místo pro městskou zástavbu.",35-44,v Ostravě,Slezská Ostrava,muž
d5enm5k5s,"Místo, které by se mělo rozvíjet",18.268036,49.850531,Moravská Ostrava a Přívoz,"Zbudovat moderní přestupní terminál.",35-44,v Ostravě,Slezská Ostrava,muž
d5enm5k5s,"Místo, které by se mělo rozvíjet",18.262596,49.800516,Vítkovice,"Rekonstrukce a modernizace vlakového nádraží a přednádraží.",35-44,v Ostravě,Slezská Ostrava,muž
d5enm5k5s,"Místo, které by se mělo rozvíjet",18.208827,49.822895,Svinov,"Prostor pro komerční zónu s obchody a službami.",35-44,v Ostravě,Slezská Ostrava,muž
d5enm5k5s,"Místo, kde se necítím dobře",18.279396,49.830739,Moravská Ostrava a Přívoz,"podchody pod Frýdlandskými mosty",35-44,v Ostravě,Slezská Ostrava,muž
d5enm5k5s,"Místo, kde se necítím dobře",18.27686,49.850072,Moravská Ostrava a Přívoz,"složité přestupování mezi BUS, TRAM a TBUS.",35-44,v Ostravě,Slezská Ostrava,muž
0gu4ql60l,"Místo, kde se cítím dobře",18.296264,49.83719,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
0gu4ql60l,"Místo, které doporučím návštěvníkům",18.293095,49.83208,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
0gu4ql60l,"Místo, které by se mělo rozvíjet",18.281432,49.831844,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
0gu4ql60l,"Místo, kde se necítím dobře",18.267474,49.850132,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
6f3ufgerr,"Místo, kde se cítím dobře",18.180742,49.76724,Polanka nad Odrou, ,45-54,v Ostravě,Polanka nad Odrou,muž
6f3ufgerr,"Místo, které doporučím návštěvníkům",18.278761,49.819434,Vítkovice, ,45-54,v Ostravě,Polanka nad Odrou,muž
6f3ufgerr,"Místo, které by se mělo rozvíjet",18.186407,49.825526,Poruba, ,45-54,v Ostravě,Polanka nad Odrou,muž
6f3ufgerr,"Místo, kde se necítím dobře",18.25078,49.77417,Ostrava - Jih, ,45-54,v Ostravě,Polanka nad Odrou,muž
21brouhi3,"Místo, kde se cítím dobře",18.168833,49.829713,Poruba, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, kde se cítím dobře",18.178305,49.838812,Pustkovec, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, kde se cítím dobře",18.162027,49.851294,Plesná, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, kde se cítím dobře",18.210727,49.844607,Hošťálkovice, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, kde se cítím dobře",18.29164,49.841727,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, které doporučím návštěvníkům",18.291618,49.841735,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, které doporučím návštěvníkům",18.281992,49.818978,Vítkovice, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, které doporučím návštěvníkům",18.263294,49.867619,Petřkovice, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, které doporučím návštěvníkům",18.173687,49.822477,Poruba, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, které doporučím návštěvníkům",18.314836,49.839771,Slezská Ostrava, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, které doporučím návštěvníkům",18.262586,49.794491,Ostrava - Jih, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, které by se mělo rozvíjet",18.294777,49.833647,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, které by se mělo rozvíjet",18.272916,49.850405,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, které by se mělo rozvíjet",18.23788,49.823157,Mariánské Hory a Hulváky, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, které by se mělo rozvíjet",18.20933,49.823326,Svinov, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, které by se mělo rozvíjet",18.262753,49.800291,Vítkovice, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, kde se necítím dobře",18.23461,49.824235,Nová Ves, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, kde se necítím dobře",18.280061,49.831648,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Poruba,muž
21brouhi3,"Místo, kde se necítím dobře",18.151405,49.812902,Poruba, ,25-34,v Ostravě,Poruba,muž
afe7hmt8j,"Místo, kde se cítím dobře",18.29288,49.835602,Moravská Ostrava a Přívoz, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, kde se cítím dobře",18.291636,49.845483,Moravská Ostrava a Přívoz, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, kde se cítím dobře",18.288181,49.838847,Moravská Ostrava a Přívoz, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, kde se cítím dobře",18.296109,49.837124,Moravská Ostrava a Přívoz, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, kde se cítím dobře",18.271358,49.831076,Moravská Ostrava a Přívoz, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, kde se cítím dobře",18.222113,49.839145,Mariánské Hory a Hulváky,"Cyklovýlety podél Odry,Opavy všemi směry.",45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, kde se cítím dobře",18.210697,49.863965,Hošťálkovice, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, kde se cítím dobře",18.197865,49.863274,Martinov, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, kde se cítím dobře",18.161774,49.850879,Poruba, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, které doporučím návštěvníkům",18.281422,49.816389,Vítkovice, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, které doporučím návštěvníkům",18.29096,49.832647,Moravská Ostrava a Přívoz, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, které doporučím návštěvníkům",18.2998,49.830495,Slezská Ostrava, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, které doporučím návštěvníkům",18.315067,49.839671,Slezská Ostrava, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, které doporučím návštěvníkům",18.264813,49.86781,Petřkovice, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, které doporučím návštěvníkům",18.326054,49.848112,Slezská Ostrava, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, které doporučím návštěvníkům",18.189068,49.761641,Polanka nad Odrou, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, které doporučím návštěvníkům",18.275188,49.830976,Moravská Ostrava a Přívoz, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, které by se mělo rozvíjet",18.272731,49.831505,Moravská Ostrava a Přívoz, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, které by se mělo rozvíjet",18.290026,49.829526,Moravská Ostrava a Přívoz, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, které by se mělo rozvíjet",18.282323,49.823338,Vítkovice, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, které by se mělo rozvíjet",18.295069,49.833914,Moravská Ostrava a Přívoz, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, kde se necítím dobře",18.26565,49.825553,Mariánské Hory a Hulváky, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, kde se necítím dobře",18.259106,49.826398,Mariánské Hory a Hulváky, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, kde se necítím dobře",18.257711,49.827934,Mariánské Hory a Hulváky, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, kde se necítím dobře",18.270264,49.845898,Moravská Ostrava a Přívoz, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
afe7hmt8j,"Místo, kde se necítím dobře",18.277409,49.850934,Moravská Ostrava a Přívoz, ,45-54,v Ostravě,Moravská Ostrava a Přívoz,žena
m36iuvbej,"Místo, kde se cítím dobře",18.29597,49.83691,Moravská Ostrava a Přívoz,"Všeobecně oblast podél řeky je strašně krásné, obzvlášť teď na jaře, a mělo by se víc rozvíjet",15-24,v Ostravě,Ostrava - Jih,muž
m36iuvbej,"Místo, které doporučím návštěvníkům",18.300948,49.843283,Slezská Ostrava,"Vyhlídka nad Bazalama už by mohla být zprovozněna.. těším se tam",15-24,v Ostravě,Ostrava - Jih,muž
m36iuvbej,"Místo, které by se mělo rozvíjet",18.256102,49.784478,Ostrava - Jih,"V blízkém okolí by to chtělo nějaké zajímavé podniky, bary nebo i diskotéky.",15-24,v Ostravě,Ostrava - Jih,muž
m36iuvbej,"Místo, kde se necítím dobře",18.259641,49.800614,Vítkovice, ,15-24,v Ostravě,Ostrava - Jih,muž
m36iuvbej,"Místo, kde se necítím dobře",18.262517,49.801447,Vítkovice,"Nádraží ve Vitkovich by potřebovalo velkou očistu. Na to jaký má potenciál tak je zbytečně předimenzovane, špinavé a nepříjemné místo",15-24,v Ostravě,Ostrava - Jih,muž
hv1h6x4v0,"Místo, kde se cítím dobře",18.279791,49.821352,Vítkovice,"Muzeum FUTUREUM. Geniální místo s atmosférou.",25-34,v Ostravě,Hrabová,žena
hv1h6x4v0,"Místo, kde se cítím dobře",18.3285,49.879537,mimo Ostravu,"Krásné místo na procházku.",25-34,v Ostravě,Hrabová,žena
hv1h6x4v0,"Místo, kde se cítím dobře",18.292837,49.835727,Moravská Ostrava a Přívoz,"Na kávičku do centra.",25-34,v Ostravě,Hrabová,žena
hv1h6x4v0,"Místo, kde se cítím dobře",18.285756,49.758508,Hrabová,"U Pilíků, krásné místo na procházku.",25-34,v Ostravě,Hrabová,žena
hv1h6x4v0,"Místo, které doporučím návštěvníkům",18.286572,49.821262,Vítkovice,"DOV stoprocentně.",25-34,v Ostravě,Hrabová,žena
hv1h6x4v0,"Místo, které doporučím návštěvníkům",18.283653,49.835547,Moravská Ostrava a Přívoz,"Centrum města a jeho architekturu.",25-34,v Ostravě,Hrabová,žena
hv1h6x4v0,"Místo, které doporučím návštěvníkům",18.178425,49.827685,Poruba,"Posezení a procházka na hlavní třídě.",25-34,v Ostravě,Hrabová,žena
hv1h6x4v0,"Místo, které by se mělo rozvíjet",18.284855,49.770733,Hrabová,"Nejen Hrabová, ale i další menší obvody.",25-34,v Ostravě,Hrabová,žena
hv1h6x4v0,"Místo, které by se mělo rozvíjet",18.28228,49.824695,Vítkovice,"Další místa k trávení času pro dolní oblast.",25-34,v Ostravě,Hrabová,žena
hv1h6x4v0,"Místo, které by se mělo rozvíjet",18.287945,49.838979,Moravská Ostrava a Přívoz,"Zastavování města zevnitř.",25-34,v Ostravě,Hrabová,žena
hv1h6x4v0,"Místo, které by se mělo rozvíjet",18.206406,49.799328,Svinov,"Revitalizace okolní krajiny ve městě.",25-34,v Ostravě,Hrabová,žena
fx8d54emq,"Místo, kde se cítím dobře",18.291206,49.850063,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, kde se cítím dobře",18.2917,49.843068,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, kde se cítím dobře",18.26932,49.831671,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, kde se cítím dobře",18.292537,49.83574,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, kde se cítím dobře",18.291249,49.836682,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, kde se cítím dobře",18.288417,49.838647,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, kde se cítím dobře",18.267163,49.839436,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, kde se cítím dobře",18.263783,49.839394,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.281835,49.832505,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.290053,49.835064,Moravská Ostrava a Přívoz,"Fasáda budovy dost ""hyzdí"" celou ulici.",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.289112,49.832964,Moravská Ostrava a Přívoz,"Fasáda budovy dost ""hyzdí"" ulici.",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.289439,49.833055,Moravská Ostrava a Přívoz,"Fasáda budovy dost ""hyzdí"" ulici.",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.16569,49.833574,Poruba,"Prosím výměna zastávek MHD",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.198788,49.826737,Svinov,"Prosím opravte zastávky MHD a bylo by také hezké zatravnění tramvajových kolejnic :)",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.289447,49.836765,Moravská Ostrava a Přívoz,"Bylo by fajn použít od začátku až po křížení s ulicí Tyršova na silnici dlažební kostky místo asfaltu. Do historického centra se to hodí :) Např. taková Olomouc...",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.292153,49.836775,Moravská Ostrava a Přívoz,"Parkovište nevypadá hezky, pokud to nejde zastavět bylo by fajn alespoň odstranit to parkoviště a na místo použít dlažební kostky a taky nějaký hezký mobiliář.",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.28872,49.834817,Moravská Ostrava a Přívoz,"Po celé délce ul. Tyršova použít dlažební kostky.",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.290281,49.837507,Moravská Ostrava a Přívoz,"Po Husův sad použít na ul. Přívozská dlažební kostky.",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.291566,49.837166,Moravská Ostrava a Přívoz,"Po ul. Dr. Šmerala použít dlažební kostky.",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.238281,49.800685,Ostrava - Jih,"Oprava silnic a chodníku na celém sídlišti",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.271567,49.848061,Moravská Ostrava a Přívoz,"Oprava mostu",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.273496,49.848921,Moravská Ostrava a Přívoz,"Opravit zbourat, zastavět,.... něco prostě s tím udělejte prosím.",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.272737,49.848658,Moravská Ostrava a Přívoz,"Prosím s touto prolukou taky něco udělejte",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.274244,49.849236,Moravská Ostrava a Přívoz,"Opravit zbourat, zastavět,.... něco prostě s tím udělejte prosím.",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.27492,49.849502,Moravská Ostrava a Přívoz,"Udělejte něco s touto prolukou",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.273681,49.848269,Moravská Ostrava a Přívoz,"Opravit fasádu!",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.274542,49.848509,Moravská Ostrava a Přívoz,"Opravit fasádu!",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.273976,49.848919,Moravská Ostrava a Přívoz,"Opravit chodníky na ulici",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.27949,49.847427,Moravská Ostrava a Přívoz,"Nové chodníky na této ulici (tam, kde ještě nebyly opraveny)",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.283535,49.840356,Moravská Ostrava a Přívoz,"Chodníky opravit!!!",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.167793,49.834156,Poruba,"Opravit vnitroblok prosím",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.16798,49.83372,Poruba,"vnitroblok opravit!",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.165658,49.831277,Poruba,"Vnitroblok opravit!!!",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.162509,49.828244,Poruba,"Opravit zastávky MHD",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.254557,49.827519,Mariánské Hory a Hulváky,"Nové chodníky po celé ulici 28. října",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.249815,49.826799,Mariánské Hory a Hulváky,"Zkrášlení tramvajového pásu... tak jak např. v Porubě. Betonové desky mezi kolejemi vypadají strašně.",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.164585,49.831768,Poruba,"Hezké by bylo zkulturnění tramvajových kolejí po celé délce např. zatravněním, pokud to umožňuje prostor mezi jízdními pruhy a kolejemi. Je tam sice dost křižovatek, ale... však vy si poradíte :) Ty betonové ""desky"" mezi kolejnicemi p�",15-24,mimo Ostravu,,muž
fx8d54emq,"Místo, které by se mělo rozvíjet",18.262539,49.800408,Vítkovice, ,15-24,mimo Ostravu,,muž
sqmm5vlem,"Místo, kde se cítím dobře",18.272269,49.820962,Moravská Ostrava a Přívoz,"Nádherné stromy",25-34,v Ostravě,Moravská Ostrava a Přívoz,nechci odpovídat
sqmm5vlem,"Místo, které doporučím návštěvníkům",18.28195,49.820085,Vítkovice,"Úžasný výhled na DOV",25-34,v Ostravě,Moravská Ostrava a Přívoz,nechci odpovídat
sqmm5vlem,"Místo, které by se mělo rozvíjet",18.275534,49.829814,Moravská Ostrava a Přívoz,"Zlepšit pěší napojení na lávku do Nové Karolíny, místu stačí drobné úpravy tak aby zvýšilo svou užitnou hodnotu.",25-34,v Ostravě,Moravská Ostrava a Přívoz,nechci odpovídat
sqmm5vlem,"Místo, kde se necítím dobře",18.266367,49.823192,Moravská Ostrava a Přívoz,"Dům hrůzy, jen nepořádek, bezdomovci a nebezpečí. Nutno zajistit zabezpečení objektů.",25-34,v Ostravě,Moravská Ostrava a Přívoz,nechci odpovídat
wfy5d4a1a,"Místo, kde se cítím dobře",18.280864,49.816305,Vítkovice, ,35-44,mimo kraj,,žena
wfy5d4a1a,"Místo, kde se cítím dobře",18.272023,49.810102,Vítkovice, ,35-44,mimo kraj,,žena
wfy5d4a1a,"Místo, které doporučím návštěvníkům",18.289919,49.850491,Moravská Ostrava a Přívoz, ,35-44,mimo kraj,,žena
wfy5d4a1a,"Místo, které doporučím návštěvníkům",18.315411,49.839256,Slezská Ostrava, ,35-44,mimo kraj,,žena
wfy5d4a1a,"Místo, které doporučím návštěvníkům",18.325539,49.847835,Slezská Ostrava, ,35-44,mimo kraj,,žena
wfy5d4a1a,"Místo, které doporučím návštěvníkům",18.263912,49.868474,Petřkovice, ,35-44,mimo kraj,,žena
wfy5d4a1a,"Místo, které by se mělo rozvíjet",18.240781,49.826273,Nová Ves, ,35-44,mimo kraj,,žena
wfy5d4a1a,"Místo, které by se mělo rozvíjet",18.239279,49.781292,Stará Bělá, ,35-44,mimo kraj,,žena
wfy5d4a1a,"Místo, které by se mělo rozvíjet",18.262217,49.800311,Vítkovice, ,35-44,mimo kraj,,žena
wfy5d4a1a,"Místo, které by se mělo rozvíjet",18.254385,49.78621,Ostrava - Jih, ,35-44,mimo kraj,,žena
wfy5d4a1a,"Místo, kde se necítím dobře",18.255157,49.774336,Ostrava - Jih, ,35-44,mimo kraj,,žena
wfy5d4a1a,"Místo, kde se necítím dobře",18.303051,49.85027,Slezská Ostrava, ,35-44,mimo kraj,,žena
wfy5d4a1a,"Místo, kde se necítím dobře",18.323221,49.858405,Slezská Ostrava, ,35-44,mimo kraj,,žena
wfy5d4a1a,"Místo, kde se necítím dobře",18.26417,49.856302,Moravská Ostrava a Přívoz, ,35-44,mimo kraj,,žena
3aeks8j6n,"Místo, kde se cítím dobře",18.282981,49.841149,Moravská Ostrava a Přívoz,"Revitalizace parku pomohla estetičtějšímu pocitu",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, kde se cítím dobře",18.290606,49.842082,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, kde se cítím dobře",18.291249,49.846176,Moravská Ostrava a Přívoz,"Komenského sady a cyklotrasa kolem řeky je krásným místem pro chůzi, běh i kolo.",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, kde se cítím dobře",18.295655,49.837641,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, kde se cítím dobře",18.297071,49.837973,Slezská Ostrava,"Schody u Mostu M. Sýkory skýtají potenciál pro setkání, kulturu",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, kde se cítím dobře",18.267503,49.870483,Petřkovice, ,25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, kde se cítím dobře",18.169556,49.823352,Poruba, ,25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, kde se cítím dobře",18.166852,49.827419,Poruba,"DK Poklad",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které doporučím návštěvníkům",18.280807,49.81695,Vítkovice,"DOV",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které doporučím návštěvníkům",18.293009,49.831658,Moravská Ostrava a Přívoz,"Zajímavá budova pro trávení volného času venku",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které doporučím návštěvníkům",18.292494,49.834134,Moravská Ostrava a Přívoz,"DLO - festival Spectaculo Interesse, nezávislá tvorba Dvě čárky",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které doporučím návštěvníkům",18.293964,49.832663,Moravská Ostrava a Přívoz,"Kontejnery Pavilon",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které doporučím návštěvníkům",18.296177,49.836676,Moravská Ostrava a Přívoz,"Posezení na Malé Kodani",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které doporučím návštěvníkům",18.314574,49.840047,Slezská Ostrava,"Halda a výhled",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které by se mělo rozvíjet",18.270636,49.81491,Vítkovice,"Oblast se zajímavou historickou architekturou, která by si zasloužila oživit a ozvláštnit.",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které by se mělo rozvíjet",18.267689,49.850911,Moravská Ostrava a Přívoz,"Oblast hlavního nádraží si zaslouží důstojnější a bezpečnější vyznění nejen pro ty cestující z daleka a v pozdních hodinách",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které by se mělo rozvíjet",18.276315,49.855648,Moravská Ostrava a Přívoz,"Přivoz by mohl být zajímavou lokalitou širšího centra s klidnějším provozem a bližší zelení (Landek, Haldy), ale znečištění z koksovny je opravdu velkou překážkou na cestě k pozitivní budoucnosti",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které by se mělo rozvíjet",18.273025,49.850766,Moravská Ostrava a Přívoz,"Opět málo vyzdvihnuté a zapadlé, nezajímavé místo s krásnou tradicí architektury",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které by se mělo rozvíjet",18.281844,49.838525,Moravská Ostrava a Přívoz,"Celkově další zapadlá šedá zóna v centrum města. Přitom je zde taková dominanta jako Polský Dům. Strategické, ale zanedbané místo.",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které by se mělo rozvíjet",18.281168,49.834802,Moravská Ostrava a Přívoz,"Prostor u stanice Stodolní by mohl působit bezpečnějším a přívětivějším dojmem. Pro mnohé je to vstupní brána do centra Ostravy",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které by se mělo rozvíjet",18.280939,49.83192,Moravská Ostrava a Přívoz,"Celková oblast v dosahu 1 km Frýdlantských mostů by si zasloužila více pozornosti. Skvělé místo v blízkosti centra, dopravní uzel, dostupná nemocnice, obchody, divadlo, přesto působí špinavě a neprobádaně.",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které by se mělo rozvíjet",18.272245,49.83181,Moravská Ostrava a Přívoz,"Sady s amfiteátrem v takové blízkosti KD si zaslouží více pozornosti věnované komunitnímu potenciálu kultury a umění.",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které by se mělo rozvíjet",18.246245,49.826483,Mariánské Hory a Hulváky,"Marianské Hory a Hulváky jsou také ""pustým"" neopečovaným průjezdním bodem mezi centrem a Porubou/Svinovem, škoda.",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
3aeks8j6n,"Místo, které by se mělo rozvíjet",18.20991,49.824537,Svinov,"Lepší možnosti cyklodopravy",25-34,v Ostravě,Moravská Ostrava a Přívoz,žena
